text,label
tbh this is bad 😠,Negative
ngl this is anonyinggg 😤,Negative
idk this is fantastic ❤️,Positive
tbh this is worsttttt 👎,Negative
omg it was regularrrr 😐,Neutral
hgihkey this is worsttt 😒,Negative
lol thisssss is fantastic ❤️,Positive
tbh thisss is amazingggg 😄,Positive
idk this is afwullll 👎,Negative
ngl thisssss is bad 😠,Negative
ngl thisssss is amazing 😁,Positive
highkeyyy this is terribleee 💔,Negative
highkey this is awful 😤,Negative
lol this is perfetc 😁,Positive
ngl this is terribleeee 💔,Negative
lol this is perfetc 🤩,Positive
fr this is worsttttt 😤,Negative
tbh it was standarddd 😐,Neutral
ngl thissss is pathetic 💔,Negative
justtt perfect 😏 totally ehlpful,Sarcastic
tbh thissss is pathetic 😞,Negative
tbh it was nomral 🙂,Neutral
fr it was averageee 🤷,Neutral
lowkey thissss is trashhhhh 😡,Negative
bro this is pathetic 👎,Negative
lol this is terrible 😭,Negative
tbh this is trash 😠,Negative
omg thissss is annoyinggggg 😡,Negative
wow amazing 🙄 totallyyyy helpful,Sarcastic
tbh this is terrible 😞,Negative
besttttt everrrrr 🙄 totallyyyyy helpfulll,Sarcastic
omg it was satndard 🙂,Neutral
bro thisss is annoyinggg 😭,Negative
highkeyyy this is amazing 😄,Positive
love that for me 🙄 totallyyyy helpfullll,Sarcastic
lowkey htisss is amazing 🥳,Positive
fr it was fine 🫤,Neutral
bro this is bad 😡,Negative
just perfecttt 😏 totally helpful,Sarcastic
great job 😒 totallyyy helpfullll,Sarcastic
highkey it was fineee 😐,Neutral
ngl thisssss is lit 🤩,Positive
omg thisss is bad 👎,Negative
fr this is fantatsic 🤩,Positive
love thattt for me 🙄 totally helpfulllll,Sarcastic
highkeyyyyy it was regular 🙂,Neutral
omg this is patheticcccc 😞,Negative
tbh it was averageee 😐,Neutral
lol it was standard 🫤,Neutral
idk it was fienee 🤷,Neutral
tbh thisssss is greattttt 🔥,Positive
omg this is bad 😡,Negative
bro this is awful 😠,Negative
ngl this is amaznig 😍,Positive
fr this is lit 🥳,Positive
best everrr 😂 totallyyy heplfulll,Sarcastic
greta job 🙃 totally helpfulll,Sarcastic
tbh it was regularrr 🙂,Neutral
omg this is bad 👎,Negative
ngl thisss is annoyinggg 💔,Negative
tbh this is trash 💔,Negative
lowkey this is awfulll 😞,Negative
omg this is fantasticccc ❤️,Positive
ngl thissss is amzaing 😍,Positive
ngl it was standard 🫤,Neutral
loveeeee that for me 🙃 totally helpful,Sarcastic
lowkey this is waesome 🤩,Positive
just perfect 👏 totally helpful,Sarcastic
lowkey thissss is trsah 😡,Negative
tbh thisss is gerat 🔥,Positive
idk this is amazign 🥳,Positive
tbh this is pathteic 😡,Negative
highkey it was stnadard 🙂,Neutral
idk this is great ✨,Positive
best ever 👏 totallyyyy helpflu,Sarcastic
lowkey it was noraml 🤷,Neutral
highkeyyy it was normalll 🫤,Neutral
bro it was averageeee 🤷,Neutral
lokwey thsiss is awesomeeeee 😄,Positive
yeahhhhh sure 😏 totally helpful,Sarcastic
omg thisss is amaizng 🤩,Positive
just perefct 😒 totallyyy helpful,Sarcastic
bro it was nomral 🤷,Neutral
tbh this is greattttt 😁,Positive
lowkey thisssss is awful 😡,Negative
fr it was normalllll 😐,Neutral
lol this is fantasticccc 🔥,Positive
tbh this is awful 😠,Negative
lol this is bad 😡,Negative
best ever 😒 toatlly helpful,Sarcastic
lol it was normal 😐,Neutral
lol it was normalll 🙂,Neutral
omg this is fantastic ✨,Positive
ngl it was okayyy 😐,Neutral
justtt perfect 😂 totally helpfulll,Sarcastic
idk it was okayyyyy 🙂,Neutral
loveee thatttt for me 😂 totally helpufllll,Sarcastic
ngl thisssss is terrible 👎,Negative
highkey this is trash 😤,Negative
tbh thisssss is trashhhh 😒,Negative
lowkey thissss is annoyinggggg 😡,Negative
higkheyyyy it was regular 🫤,Neutral
omg thissss is bad 😤,Negative
highkye this is trahs 😠,Negative
bro this is pahtetic 😡,Negative
lowkey thisssss is perfect 🤩,Positive
lowkeyyy this is amazing 🔥,Positive
highkey it was standard 🙂,Neutral
wow amazingggg 😏 totallyyy helpful,Sarcastic
ngl it was okayyyyy 🫤,Neutral
love that for me 😒 toatlly helpful,Sarcastic
tbh this is terrible 😠,Negative
wow amazingggg 👏 totally helpful,Sarcastic
best ever 🙄 totally helpfulll,Sarcastic
highkeyyyyy it was standadr 😐,Neutral
just perfect 😒 totallyyyy hlepful,Sarcastic
omg this is awesomeeee 🤩,Positive
fr it was normalll 😐,Neutral
lol this is bad 😭,Negative
omg this is perfectttt 😄,Positive
ngl this is awseome ✨,Positive
lokwey this is lit 🔥,Positive
lowkye thissss is great 😁,Positive
lol this is perfecttt 🥳,Positive
idk this is bad 😞,Negative
omg this is awful 😠,Negative
lowkeyyyyy it was normal 🤷,Neutral
tbh thisss is bad 😤,Negative
lowkeyyyyy this is soliddd 🔥,Positive
fr it was normalllll 🫤,Neutral
bestttt ever 😂 totally hlepful,Sarcastic
loveee thattt for me 👏 totally ehlpfulll,Sarcastic
bro it was regularrr 🙂,Neutral
lwokey this is lit 😄,Positive
love thattt for me 🙃 ttoally helpful,Sarcastic
fr this is fnatastic 🤩,Positive
omg it was averageee 🤷,Neutral
highkey this is perfect 😁,Positive
loveee that for me 🙄 totally helpful,Sarcastic
fr this is awseome 😁,Positive
wow amazing 🙄 totally helpufl,Sarcastic
fr thisss is bad 😠,Negative
highkey thissss is pathetic 😡,Negative
lowkeyyyy this is lit 😄,Positive
gerat job 🙄 totally helpful,Sarcastic
bro this is fantastic 🔥,Positive
bro thisssss is lit 🔥,Positive
idk this is worst 👎,Negative
highkey this is waesome 😄,Positive
lol it was regular 🙂,Neutral
ngl this is amazing 🥳,Positive
fr it was averageee 🙂,Neutral
ngl this is terrible 😒,Negative
lwokeyyy it was fineeeee 😐,Neutral
bro thissss is perfecttttt 😄,Positive
lol it was fine 🫤,Neutral
wow amazinggggg 🙄 totally heplful,Sarcastic
ngl this is awesome 🥳,Positive
lol this is terribel 😡,Negative
greatttt job 👏 totally helpful,Sarcastic
bro it was standard 🙂,Neutral
bro this is gerat 🤩,Positive
justtttt perfect 😂 totlaly helpflu,Sarcastic
idk this is fantastic 🤩,Positive
tbh thisssss is fantastic ❤️,Positive
greatttt job 😒 totally helpfulllll,Sarcastic
lowkeyyy thisssss is trash 😠,Negative
idk this is bad 😤,Negative
lol this is amazinggg ✨,Positive
yeahhhh sureeeee 👏 totally helpful,Sarcastic
omg it was stanadrd 🙂,Neutral
ngl it was standard 😐,Neutral
idk it was fine 🫤,Neutral
fr this is annoying 😠,Negative
lol thissss is perfectttt 🔥,Positive
tbh this is greattttt ❤️,Positive
highkey this is annoying 😤,Negative
bro this is awfulll 😡,Negative
lowkeyyy tihssss is aewsome ❤️,Positive
tbh thissss is bad 😤,Negative
highkey this is amazing ✨,Positive
lol it was standardddd 🙂,Neutral
ngl this is perfect 😍,Positive
lowkey this is awful 😤,Negative
lol thisssss is worst 😞,Negative
fr thissss is worst 😤,Negative
lowkeyyyy it was avreage 🫤,Neutral
idk this is patheticccc 😠,Negative
fr this is amazinggggg 😍,Positive
bro this is fatnastic 🔥,Positive
bro this is annoying 👎,Negative
omg thisssss is terrible 😒,Negative
lol thisss is great 😄,Positive
fr this is solid 😄,Positive
lol this is trsahhh 😞,Negative
greattttt job 🙃 totallyyy helpfulll,Sarcastic
loweky this is great 😍,Positive
highkey this is awful 👎,Negative
lol thisss is perfect 😁,Positive
greattt job 👏 totally helpful,Sarcastic
fr this is patheticccc 😞,Negative
fr thisss is awfullll 😠,Negative
highkey this is solid 😁,Positive
wow amazinggggg 🙃 totally helpful,Sarcastic
wow amazing 🙄 ottally helpful,Sarcastic
lowkeyyyy thissss is amazing ✨,Positive
yeahhh sure 😏 totally helpfullll,Sarcastic
idk thisssss is bad 😡,Negative
best ever 🙃 totally helpflulll,Sarcastic
idk it was normal 😐,Neutral
ngl thisssss is owrstttt 😒,Negative
fr this is perfectttt 🔥,Positive
tbh thisssss is awesoemee 😁,Positive
highkyeyy this is aewsome 🥳,Positive
bro this is terribleee 😤,Negative
love that for me 🙃 ttoally helpfullll,Sarcastic
lol this is trash 😠,Negative
wow amazing 👏 totally helpfulllll,Sarcastic
bsetttt ever 👏 totallyyy helpful,Sarcastic
yeah sureeee 👏 totally heplful,Sarcastic
omg thisss is awful 💔,Negative
love that for me 😏 totally helpfulllll,Sarcastic
highkey it was nromallll 🤷,Neutral
idk this is terrbile 😭,Negative
bro this is greattt ❤️,Positive
idk this is annoyinggggg 💔,Negative
greattt job 😂 totally heplful,Sarcastic
omg this is solid 🔥,Positive
fr it was aevrage 🤷,Neutral
tbh this is greattt 😁,Positive
lol this is awesome 😁,Positive
ngl this is terrible 😠,Negative
ngl this is worst 💔,Negative
lol this is amaznig 😄,Positive
loveeee that for me 😒 totallyyyyy helpfulll,Sarcastic
just perefcttt 🙃 totallyyyyy helpful,Sarcastic
bro this is worst 😒,Negative
great job 😂 totalylyyyy helpfullll,Sarcastic
bro this is bad 😭,Negative
lol it was okayyy 🤷,Neutral
omg this is owrst 😭,Negative
fr this is solid 😍,Positive
bsettt ever 😒 totallyyyyy helpful,Sarcastic
bro it was average 🙂,Neutral
wow amazing 😒 totallyyyyy heplful,Sarcastic
wow amazing 😂 totallyyy helfpul,Sarcastic
just pefrect 😏 totally helpful,Sarcastic
fr this is worst 😡,Negative
just perfect 🙄 totallyyyy helpful,Sarcastic
omg thisss is bad 😭,Negative
greattt job 😂 totallyyy helpful,Sarcastic
omg this is great 😍,Positive
omg thisssss is amazing ❤️,Positive
idk this is amazinggggg 🤩,Positive
yeah sure 🙄 ottally helpfulll,Sarcastic
lol this is trash 👎,Negative
lowkey thisss is perfecttt 😁,Positive
love that for me 🙄 totally helpfullll,Sarcastic
lowkey this is greattttt 😁,Positive
love that for me 😂 totally ehlpful,Sarcastic
bro this is pathetic 😠,Negative
loveeeee that for me 🙄 totally helpful,Sarcastic
highkey this is awful 😒,Negative
bro it was standardddd 🤷,Neutral
yeahhhh sure 😂 totally heplful,Sarcastic
fr thissss is awesome ✨,Positive
idk thisss is perfect 🤩,Positive
lol this is perfect 😍,Positive
idk thisssss is perfect 😄,Positive
wow amazinggggg 👏 ttoally helpfulll,Sarcastic
tbh this is trahs 😒,Negative
fr thissss is fantastic 🔥,Positive
idk it was noramlll 🙂,Neutral
lowkey this is solidddd 🔥,Positive
fr it was okayyy 🫤,Neutral
loveeeee thattt for me 🙄 ttoally helpful,Sarcastic
idk this is amazinggg 😁,Positive
yeah sure 😒 totallyyyyy helpful,Sarcastic
bro this is soldi ❤️,Positive
love that for me 🙄 totallyyy helpful,Sarcastic
just perfect 😂 totally helpfulll,Sarcastic
idk thisssss is amazinggg ❤️,Positive
tbh this is bad 😡,Negative
lol this is terrible 😠,Negative
lowkey thisssss is amazing 😁,Positive
fr thisssss is lit 🤩,Positive
just perfect 👏 toatlly helpful,Sarcastic
ngl it was standarddddd 🙂,Neutral
fr this is greattttt 😁,Positive
idk this is terribel 😤,Negative
ngl this is awesomeee 😁,Positive
highkey this is owrst 💔,Negative
love that for me 😏 totally helpfullll,Sarcastic
omg thissss is trash 😤,Negative
fr it was okayyy 🤷,Neutral
love that for me 🙄 totallyyyy ehlpful,Sarcastic
tbh it was normal 🤷,Neutral
lol this is annoying 😭,Negative
higkhey it was avergaeeeee 😐,Neutral
lol this is awfulll 😒,Negative
lol thisss is amazingggg ✨,Positive
hihgkey this is perefctttt 😄,Positive
idk it was okay 🙂,Neutral
highkey thisss is great 🥳,Positive
ngl this is awesoem 🥳,Positive
ngl it was averageee 🤷,Neutral
highkey this is annoyinggg 💔,Negative
best ever 👏 totallyyyy helpful,Sarcastic
lokweyyyy this is worst 😒,Negative
loveeee thatttt for me 😂 totally helpful,Sarcastic
lowkey this is worstttt 😭,Negative
lol this is perfecttttt 😁,Positive
fr this is great 😍,Positive
greattttt job 🙄 totally heplful,Sarcastic
lowkey it was average 🤷,Neutral
love thattttt for me 😏 toatlly helpful,Sarcastic
tbh thissss is fatnasticcc ❤️,Positive
lowkeyyy this is amazing ❤️,Positive
tbh this is fantastic 🥳,Positive
tbh this is great 😄,Positive
omg thisss is awfulllll 😭,Negative
omg thisss is terrible 😤,Negative
justtttt perfect 🙃 totallyyyy helpful,Sarcastic
bro this is perfecttt 🤩,Positive
tbh this is solid 😍,Positive
highkeyyyyy this is bad 💔,Negative
bro thsissss is great 🥳,Positive
justtttt perfecttttt 😂 totally helfpullll,Sarcastic
just perefct 🙄 totally helpful,Sarcastic
hgihkey it was okay 🫤,Neutral
lowkeyyyy thisssss is worsttttt 😡,Negative
omg thisss is amazinggggg ❤️,Positive
ngl this is perfectttt 😁,Positive
lol it was standarddddd 🫤,Neutral
highkye thisss is fantastic 🔥,Positive
highkey this is trash 😒,Negative
lol it was standard 😐,Neutral
greatttt job 🙄 totally heplful,Sarcastic
ngl it was averaeg 🤷,Neutral
justtttt prefect 🙄 totally helpfullll,Sarcastic
wow amazing 🙄 totallyyyy helpfullll,Sarcastic
tbh this is aewsome 🔥,Positive
idk thissss is annoying 👎,Negative
wow amazing 😏 totalyl helpfulllll,Sarcastic
omg it was okayyyy 😐,Neutral
fr thisss is trashhhhh 💔,Negative
lowkeyyyy it was regular 🙂,Neutral
lol this is pathetic 😒,Negative
fr it was standardddd 🙂,Neutral
lol this is trerible 👎,Negative
lowkey it was averageeee 🙂,Neutral
wow amazing 😒 ottally helpful,Sarcastic
loveeeee tahtttt for me 😏 totallyyyyy helpfullll,Sarcastic
highkey thisss is lit 😍,Positive
lol this is trashhh 😒,Negative
ngl this is worstttt 😒,Negative
wow amazing 🙃 totalyl helpful,Sarcastic
fr thisss is great 😄,Positive
yeahhh sureeeee 😂 totally helpful,Sarcastic
tbh it was normalll 🤷,Neutral
lol it was okayyy 🫤,Neutral
lol it was okayyyy 🤷,Neutral
just perfecttt 🙄 totally helfpul,Sarcastic
idk this is perfect ❤️,Positive
idk this is awfulllll 😒,Negative
loveeee that for me 🙃 totallyyyy helpful,Sarcastic
ngl this is perefctttt 🤩,Positive
idk this is perfect 😁,Positive
bro thisssss is sloid 😍,Positive
idk this is perfecttttt 🤩,Positive
omg thisss is amazing 🥳,Positive
ngl it was standarddd 🫤,Neutral
best ever 👏 totallyyy helpful,Sarcastic
eyahhh sure 🙄 totallyyyy helpful,Sarcastic
ngl it was fineee 🙂,Neutral
besttt ever 👏 totally helpful,Sarcastic
fr this is amazingggg 😄,Positive
omg this is trash 😞,Negative
loveeeee that for me 😒 ottallyyy helpful,Sarcastic
wow amazing 🙄 totallyyyy heplful,Sarcastic
fr this is lit 🔥,Positive
ngl this is annoying 😒,Negative
besttt ever 👏 totallyyyyy helpfulll,Sarcastic
bestttt ever 😒 totally helpful,Sarcastic
lol this is worst 👎,Negative
idk this is etrrible 💔,Negative
yeah sure 👏 totallyyyyy helpfulllll,Sarcastic
yeah sureeee 👏 totally helpful,Sarcastic
tbh thisssss is lit 😄,Positive
just perfectttt 😒 totally helpfullll,Sarcastic
lowkey this is fantasticcc 😁,Positive
lowkey it was avearge 🙂,Neutral
idk this is bad 💔,Negative
lol thisssss is worsttttt 😠,Negative
ngl it was standardddd 🙂,Neutral
ngl it was normal 🤷,Neutral
best ever 🙃 totlaly helpfulll,Sarcastic
omg this is aweosme 😄,Positive
fr tihssss is amazing 🔥,Positive
idk it was regularrrr 😐,Neutral
lowkey this is lit ❤️,Positive
tbh this is perfecttttt 🤩,Positive
lol this is trash 💔,Negative
bro thisss is worst 😭,Negative
highkey this is annoying 😭,Negative
love that for me 😏 totallyyy ehlpful,Sarcastic
fr it was fineeee 🙂,Neutral
best ever 😒 totally helpfullll,Sarcastic
tbh this is worst 😤,Negative
loveeee thattttt for me 👏 totally helpful,Sarcastic
wow amazinggggg 😂 totlalyyy helpfulllll,Sarcastic
ngl it was standarddddd 🤷,Neutral
ngl thisss is ptahetic 😭,Negative
love that for me 😒 totally helpfullll,Sarcastic
lol thisss is fantsaticccc 🥳,Positive
tbh this is awesome ❤️,Positive
loveee thattt for me 😏 totalyl helpful,Sarcastic
ngl it was average 😐,Neutral
lol this is bad 😠,Negative
lowkey it was onrmal 🫤,Neutral
yeahhhh sureeeee 😏 totally helpful,Sarcastic
just pefrect 🙄 totally helpful,Sarcastic
bro thissss is aamzing 😍,Positive
just perfect 😏 totally heplful,Sarcastic
lol this is worts 😞,Negative
tbh thsissss is nanoying 💔,Negative
lowkey it was normal 🙂,Neutral
lol this is awesomeeeee 😍,Positive
just perfecttt 👏 totally helpfullll,Sarcastic
ngl it was reuglar 😐,Neutral
just perfect 🙄 totallyyy helpfulllll,Sarcastic
tbh this is lit ❤️,Positive
omg this is awesome ✨,Positive
bro this is awfulllll 😭,Negative
tbh thisssss is trashhh 😒,Negative
lol thisss is awesome 😍,Positive
ngl this is annoying 👎,Negative
bro it was normal 🙂,Neutral
fr this is annoying 💔,Negative
highkeyyyyy it was normal 🤷,Neutral
idk it was regularrrr 🙂,Neutral
omg this is awesome 🥳,Positive
ngl this is trash 😠,Negative
tbh thisssss is pathetic 😭,Negative
tbh it was standarddd 🤷,Neutral
lol this is great 🥳,Positive
ngl this is perfecttttt 🤩,Positive
just perfect 😂 totally helpfullll,Sarcastic
hihgkey this is trash 😠,Negative
great job 😂 totally helpfulllll,Sarcastic
lowkeyyyyy it was normla 🤷,Neutral
highkey this is great 😁,Positive
bro this is pathteic 👎,Negative
lowkey this is trashhhhh 😠,Negative
loveeeee that for me 😂 totally helpful,Sarcastic
best everrrr 🙃 totally helpful,Sarcastic
fr thissss is wosrt 😒,Negative
highkeyyyyy this is trashhh 😒,Negative
omg this is pathetic 😞,Negative
omg this is awful 😤,Negative
yeah sure 😒 totallyyyyy hlepful,Sarcastic
lowkey this is awful 💔,Negative
fr this is pathteic 😤,Negative
idk thisssss is wosrt 💔,Negative
omg thisssss is soliddd 😄,Positive
lol it was regluarrr 🤷,Neutral
tbh it was average 🫤,Neutral
higkheyyyy it was okayyy 🙂,Neutral
bro it was standardddd 😐,Neutral
bro thisssss is worst 😞,Negative
just perfect 😒 ttoally helfpul,Sarcastic
bro thissss is afwul 😒,Negative
greattttt job 😒 totallyyyyy helpfullll,Sarcastic
lol this is great 😁,Positive
yeah sure 😂 totally helpfulll,Sarcastic
tbh this is bad 😭,Negative
idk this is trashhhhh 😭,Negative
omg this is pathetic 💔,Negative
omg it was regulra 🫤,Neutral
idk this is fantasticcccc 😄,Positive
justttt prefect 😏 totally helpful,Sarcastic
omg thisss is soliddd 😁,Positive
lol thisss is lit 😁,Positive
ngl this is terrible 😞,Negative
lol thissss is bad 😡,Negative
omg this is patheticccc 😒,Negative
lowkeyyyyy it was standard 🤷,Neutral
lol this is perfecttt 🤩,Positive
lowkey this is great 🤩,Positive
ngl thisss is lit 🤩,Positive
lowkye thisss is trsahhhh 💔,Negative
bro this is awesomeee 🥳,Positive
bro thissss is worstttt 😤,Negative
bro this is great ✨,Positive
bro this is patheticccc 💔,Negative
love thattttt for me 😒 totally helpful,Sarcastic
great job 🙃 totallyyy helpful,Sarcastic
highkeyyyy it was okay 🤷,Neutral
fr this is perfect ✨,Positive
bro this is bad 💔,Negative
love thattttt for me 👏 totally helpful,Sarcastic
ngl thissss is lit ❤️,Positive
greattttt job 😏 totalyl helfpul,Sarcastic
ngl this is lit ✨,Positive
just perfect 😏 totallyyy helpful,Sarcastic
lol it was standarddddd 😐,Neutral
love that for me 😒 ottally helpful,Sarcastic
greattttt job 😒 totallyyy helpful,Sarcastic
lol this is fantasticcccc 😍,Positive
idk tihsss is worstttt 😠,Negative
fr this is terrbile 😤,Negative
fr this is annoying 👎,Negative
idk this is solid 🥳,Positive
bro tihsss is fantastic 😄,Positive
just perfecttt 👏 totallyyyyy helpful,Sarcastic
loveee thattttt for me 😂 totallyyyyy helpful,Sarcastic
omg thisssss is trashhh 😠,Negative
ngl it was reuglar 🙂,Neutral
lowkeyyy thisssss is awful 😤,Negative
wow amazing 😒 ttoally helpful,Sarcastic
fr thisssss is awesome ❤️,Positive
omg it was averageeee 🙂,Neutral
tbh this is trashhhhh 👎,Negative
lowkeyyyy thissss is perfect ❤️,Positive
fr thisssss is awful 😭,Negative
lol it was okay 😐,Neutral
loveeee thattt for me 👏 totally helpfullll,Sarcastic
just perfecttttt 🙄 totally helpful,Sarcastic
idk thisssss is solid ❤️,Positive
bro thisss is soliddd 🔥,Positive
loveeee that for me 🙃 totally helpful,Sarcastic
highkey thissss is perfect 🥳,Positive
ngl thisss is awflu 😠,Negative
lowkeyyyy it was ifneeeee 🫤,Neutral
highkey this is greattt 🥳,Positive
great job 🙃 totally helpfulllll,Sarcastic
greattttt job 🙄 totally helpful,Sarcastic
idk this is amazing 🤩,Positive
lol thsissss is terribleeee 😠,Negative
ngl this is awflu 😞,Negative
lol it was average 😐,Neutral
highkey this is perfectttt 🤩,Positive
ngl it was okayyyy 🤷,Neutral
highkeyyyyy this is pathetic 😞,Negative
highkey thsiss is amazing 🤩,Positive
ngl this is greatttt 😁,Positive
just perfect 👏 totally helpufl,Sarcastic
tbh it was normalllll 🫤,Neutral
lowkey it was okay 😐,Neutral
eyahhh sureeee 😂 totally helpful,Sarcastic
fr thisss is perfect 😁,Positive
lowkey thisss is lit 🔥,Positive
omg thsiss is awesomeeeee 🔥,Positive
olwkeyyyy this is great 😄,Positive
yehahhhh sure 👏 totallyyyy helpful,Sarcastic
lol this is awesome ✨,Positive
omg it was noraml 🤷,Neutral
lol this is trashhhhh 😞,Negative
tbh thisss is awesome 😍,Positive
great job 🙃 totallyyyyy helpful,Sarcastic
best ever 🙄 totallyyyyy helpful,Sarcastic
fr it was normal 🤷,Neutral
lol htisss is patheticcc 😡,Negative
lol thissss is amazing ✨,Positive
higheky it was okay 🫤,Neutral
idk this is great 😄,Positive
lowkey thisss is bad 👎,Negative
lol tihssss is patheticccc 💔,Negative
bestttt ever 🙄 totally helpful,Sarcastic
lowkeyyyy it was averageeee 😐,Neutral
omg this is amazinggg 🤩,Positive
wow amazing 😒 totally heplful,Sarcastic
fr this is amazing ❤️,Positive
yeah sure 😒 totallyyy helpful,Sarcastic
idk this is awesmoe 😍,Positive
lol this is solid 🥳,Positive
greta job 😏 totallyyy heplful,Sarcastic
bro thissss is amazinggg 🤩,Positive
ngl thissss is fantastic 😁,Positive
omg this is fantasticcccc 😍,Positive
besttttt ever 😒 totally helpful,Sarcastic
lol this is bad 😤,Negative
idk this is annoying 😡,Negative
lwokey this is terrible 👎,Negative
lol this is trash 😭,Negative
higkheyyyyy it was noraml 🙂,Neutral
highkey this is patheticcccc 👎,Negative
loveeeee htattt for me 😒 totallyyyy helpful,Sarcastic
lowkey this is terrible 😭,Negative
bro this is solid 😍,Positive
bro this is owrst 😤,Negative
highkey this is fanatstic ❤️,Positive
just perfecttttt 🙃 totallyyyyy helpful,Sarcastic
lowkey this is aweosme 🥳,Positive
bro it was regularrrr 😐,Neutral
idk this is terribleeeee 😞,Negative
yeah sure 🙃 totallyyyy helpfulll,Sarcastic
bro it was nomrallll 🙂,Neutral
fr this is greattttt 🔥,Positive
highkey this is lit 😍,Positive
bro this is graet ✨,Positive
best everrrrr 😂 totally helpfulllll,Sarcastic
bro this is solid 😁,Positive
lowkey this is terribleeeee 👎,Negative
ngl this is terirble 😞,Negative
idk this is fantsaticcc 🥳,Positive
tbh this is perfectttt 😍,Positive
omg this is sloid 🥳,Positive
tbh it was standarddddd 🤷,Neutral
best ever 😒 totalyl helpfulllll,Sarcastic
highkey it was okay 🤷,Neutral
omg this is lit 🥳,Positive
just prefect 🙄 totally helpful,Sarcastic
fr thissss is etrrible 💔,Negative
lol thisss is sloid 🔥,Positive
highkeyyy it was normal 🤷,Neutral
wow amzaing 😒 totally helpfulllll,Sarcastic
besttt everrrrr 🙄 totallyyyyy ehlpfulllll,Sarcastic
ngl it was regular 😐,Neutral
lol this is solid 😁,Positive
hihgkey this is solid ❤️,Positive
lol this is annoying 😒,Negative
lowkey this is pathetic 😤,Negative
lowkey this is awful 😭,Negative
lol this is lit 😁,Positive
tbh it was regularrrrr 🙂,Neutral
besttt ever 😏 totally helpful,Sarcastic
lowkey thisss is worts 😭,Negative
highkey tihsss is afntasticccc 🥳,Positive
lowkeyyyyy this is amzaing ❤️,Positive
idk this is annyoing 👎,Negative
bro thisss is perfect 🔥,Positive
ngl it was avreageeee 🤷,Neutral
lowkeyyy it was averaeg 🤷,Neutral
love that for me 🙃 totally helpfulll,Sarcastic
bro thisss is rtash 😡,Negative
idk this is pathteic 😭,Negative
lowkey thissss is terrible 😡,Negative
bro thisss is fantastic 😄,Positive
fr this is terrible 😡,Negative
ngl thisssss is solid ✨,Positive
fr this is fantastic 🤩,Positive
idk it was normal 🤷,Neutral
love that for me 😂 totallyyyy helpfullll,Sarcastic
ngl this is perfect 🤩,Positive
fr this is trash 😤,Negative
tbh thissss is awfullll 😤,Negative
highkeyyy this is bad 😭,Negative
idk this is awful 😭,Negative
yeahhhhh sure 🙃 totally helfpul,Sarcastic
omg thisssss is worst 💔,Negative
lol this is fantastic ❤️,Positive
wow amazing 😒 totally helpful,Sarcastic
tbh this is amazinggggg 😍,Positive
highkey this is awesomeeeee 😁,Positive
idk it was averageeeee 🤷,Neutral
best ever 😏 totally helpful,Sarcastic
ngl thisssss is lit ❤️,Positive
fr it was okayyy 😐,Neutral
lwokey it was normal 🫤,Neutral
lowkeyyyy this is awesome 🤩,Positive
bro this is awesomeeee ✨,Positive
loveee that for me 😂 totally helpfulllll,Sarcastic
lol this is awesome 😄,Positive
omg this is worst 😞,Negative
bro this is terrible 😠,Negative
bro it was standarddddd 🙂,Neutral
tbh this is awesome 🤩,Positive
just prefect 😒 totallyyyyy helpful,Sarcastic
yeahhh sureeee 😏 totally helpful,Sarcastic
idk thisss is awesome 😁,Positive
omg this is worst 👎,Negative
lol this is bad 😒,Negative
omg this is awesomeee 🔥,Positive
greatttt job 🙃 toatllyyy ehlpful,Sarcastic
omg it was regularrrrr 😐,Neutral
omg this is fantasticccc ✨,Positive
idk thissss is annoying 😒,Negative
omg this is fantastic ❤️,Positive
tbh this is awful 😞,Negative
omg it was normallll 😐,Neutral
fr thisss is great ❤️,Positive
ngl thisssss is soild 🔥,Positive
highkeyyyyy it was average 🤷,Neutral
yehahh sure 🙃 totally hlepful,Sarcastic
fr it was avreage 🫤,Neutral
lowkey this is amazing 😍,Positive
love that for me 😒 totallyyyy helpful,Sarcastic
lol this is terrible 😤,Negative
tbh thisssss is awful 😠,Negative
tbh this is fantastci 🔥,Positive
idk thissss is pathetic 😡,Negative
justttt perfect 👏 ttoally helpful,Sarcastic
tbh this is gerat ❤️,Positive
lol it was standadr 😐,Neutral
lol thisss is awful 😒,Negative
highkeyyyyy it was aveargeee 🤷,Neutral
bro thissss is annoying 💔,Negative
idk thissss is tarsh 😡,Negative
highkey it was normla 🙂,Neutral
yeah sure 👏 totally helpful,Sarcastic
fr thisssss is amazinggggg ❤️,Positive
lol this is worst 😡,Negative
greattt job 😒 totally helpfullll,Sarcastic
ngl this is great ❤️,Positive
omg this is lit 🔥,Positive
lol this is soliddd ✨,Positive
omg this is lit 😄,Positive
tbh it was regluar 🤷,Neutral
fr this is terrible 😒,Negative
omg this is perfectttt ❤️,Positive
idk thisss is awesmoeeeee 😍,Positive
just perfect 👏 totalyl helpful,Sarcastic
fr this is greatttt 🤩,Positive
tbh this is fantastic 😍,Positive
tbh this is pathetic 😤,Negative
lol thissss is pathetic 👎,Negative
idk thisss is fantastic ✨,Positive
fr this is pathetic 💔,Negative
bro thisssss is trash 😡,Negative
ebsttt ever 🙄 totallyyyyy helpful,Sarcastic
idk it was regularrrrr 🫤,Neutral
idk it was normallll 😐,Neutral
